chapter_name,source,text
What are the advantages of Logistic Regression?,ML_notes_csv,"Logistic regression is one of the most popular Machine Learning algorithms, which comes under the Supervised Learning technique. It is used for predicting the categorical dependent variable using a given set of independent variables.Logistic regression predicts the output of a categorical dependent variable. Therefore the outcome must be a categorical or discrete value. It can be either Yes or No, 0 or 1, true or False, etc. but instead of giving the exact value as 0 and 1,it gives the probabilistic values which lie between 0 and 1.Logistic Regression is much similar to the Linear Regression except that how they are used. Linear Regression is used for solving Regression problems, whereasLogistic regression is used for solving the classification problems.In Logistic regression, instead of fitting a regression line, we fit an ""S"" shaped logistic function, which predicts two maximum values (0 or 1).The curve from the logistic function indicates the likelihood of something such as whether the cells are cancerous or not, a mouse is obese or not based on its weight, etc.Logistic Regression is a significant machine learning algorithm because it has the ability to provide probabilities and classify new data using continuous and discrete datasets.Logistic Regression can be used to classify the observations using different types of data and can easily determine the most effective variables used for the classification. The below image is showing the logistic function:"
. What are the disadvantages of Logistic Regression?,ML_notes_csv,"Logistic regression is one of the most popular Machine Learning algorithms, which comes under the Supervised Learning technique. It is used for predicting the categorical dependent variable using a given set of independent variables.Logistic regression predicts the output of a categorical dependent variable. Therefore the outcome must be a categorical or discrete value. It can be either Yes or No, 0 or 1, true or False, etc. but instead of giving the exact value as 0 and 1,it gives the probabilistic values which lie between 0 and 1.Logistic Regression is much similar to the Linear Regression except that how they are used. Linear Regression is used for solving Regression problems, whereasLogistic regression is used for solving the classification problems.In Logistic regression, instead of fitting a regression line, we fit an ""S"" shaped logistic function, which predicts two maximum values (0 or 1).The curve from the logistic function indicates the likelihood of something such as whether the cells are cancerous or not, a mouse is obese or not based on its weight, etc.Logistic Regression is a significant machine learning algorithm because it has the ability to provide probabilities and classify new data using continuous and discrete datasets.Logistic Regression can be used to classify the observations using different types of data and can easily determine the most effective variables used for the classification. The below image is showing the logistic function:"
What are Support Vector Machines (SVMs)?,ML_notes_csv,SVM stands forSupport Vector Machine. SVM are supervised learning models with an associated learning algorithm which analyze the data used for classification and regression analysis. The classification methods that SVM can handle are: Combining binary classifiersModifying binary to incorporate multiclass learning
What are Support Vectors in SVMs?,ML_notes_csv,"Support Vector Machine is a supervised learning algorithm which can be used for regression as well as classification problems. So if we use it for regression problems, then it is termed as Support Vector Regression. Support Vector Regression is a regression algorithm which works for continuous variables. Below are some keywords which are used inSupport Vector Regression: Kernel:It is a function used to map a lower-dimensional data into higher dimensional data.Hyperplane:In general SVM, it is a separation line between two classes, but in SVR, it is a line which helps to predict the continuous variables and cover most of the datapoints.Boundary line:Boundary lines are the two lines apart from hyperplane, which creates a margin for datapoints.Support vectors:Support vectors are the datapoints which are nearest to the hyperplane and opposite class. In SVR, we always try to determine a hyperplane with a maximum margin, so that maximum number of datapoints are covered in that margin.The main goal of SVR is to consider the maximum datapoints within the boundary lines and the hyperplane (best-fit line) must contain a maximum number of datapoints. Consider the below image: Here, the blue line is called hyperplane, and the other two lines are known as boundary lines."
What is the basic principle of a Support Vector Machine?,ML_notes_csv,"Support Vector Machine or SVM is one of the most popular Supervised Learning algorithms, which is used for Classification as well as Regression problems. However, primarily, it is used for Classification problems in Machine Learning. The goal of the SVM algorithm is to create the best line or decision boundary that can segregate n-dimensional space into classes so that we can easily put the new data point in the correct category in the future. This best decision boundary is called a hyperplane. SVM chooses the extreme points/vectors that help in creating the hyperplane. These extreme cases are called as support vectors, and hence algorithm is termed as Support Vector Machine. Consider the below diagram in which there are two different categories that are classified using a decision boundary or hyperplane: Example:SVM can be understood with the example that we have used in the KNN classifier. Suppose we see a strange cat that also has some features of dogs, so if we want a model that can accurately identify whether it is a cat or dog, so such a model can be created by using the SVM algorithm. We will first train our model with lots of images of cats and dogs so that it can learn about different features of cats and dogs, and then we test it with this strange creature. So as support vector creates a decision boundary between these two data (cat and dog) and choose extreme cases (support vectors), it will see the extreme case of cat and dog. On the basis of the support vectors, it will classify it as a cat. Consider the below diagram: SVM algorithm can be used forFace detection, image classification, text categorization,etc."
What are hard margin and soft Margin SVMs?,ML_notes_csv,"Support Vector Machine or SVM is one of the most popular Supervised Learning algorithms, which is used for Classification as well as Regression problems. However, primarily, it is used for Classification problems in Machine Learning. The goal of the SVM algorithm is to create the best line or decision boundary that can segregate n-dimensional space into classes so that we can easily put the new data point in the correct category in the future. This best decision boundary is called a hyperplane. SVM chooses the extreme points/vectors that help in creating the hyperplane. These extreme cases are called as support vectors, and hence algorithm is termed as Support Vector Machine. Consider the below diagram in which there are two different categories that are classified using a decision boundary or hyperplane: Example:SVM can be understood with the example that we have used in the KNN classifier. Suppose we see a strange cat that also has some features of dogs, so if we want a model that can accurately identify whether it is a cat or dog, so such a model can be created by using the SVM algorithm. We will first train our model with lots of images of cats and dogs so that it can learn about different features of cats and dogs, and then we test it with this strange creature. So as support vector creates a decision boundary between these two data (cat and dog) and choose extreme cases (support vectors), it will see the extreme case of cat and dog. On the basis of the support vectors, it will classify it as a cat. Consider the below diagram: SVM algorithm can be used forFace detection, image classification, text categorization,etc."
What do you mean by Hinge loss?,ML_notes_csv,"This is the simplest metric used to analyze the loss over the whole dataset. As we all know the error is basically the difference between the predicted and actual values. Therefore MAE is defined as the average of the errors calculated. Here we calculate the modulus of the error, perform the summation and then divide the result by the number of data points. It is a positive quantity and is not concerned about the direction. The formula of MAE is given by Output:"
What is the “Kernel trick”?,ML_notes_csv,"In machine learning,lazy learningcan be described as a method where induction and generalization processes are delayed until classification is performed. Because of the same property, an instance-based learning algorithm is sometimes called lazy learning algorithm."
What is the role of the C hyper-parameter in SVM? Does it affect the bias/variance trade-off?,ML_notes_csv,"Hyperplane:There can be multiple lines/decision boundaries to segregate the classes in n-dimensional space, but we need to find out the best decision boundary that helps to classify the data points. This best boundary is known as the hyperplane of SVM. The dimensions of the hyperplane depend on the features present in the dataset, which means if there are 2 features (as shown in image), then hyperplane will be a straight line. And if there are 3 features, then hyperplane will be a 2-dimension plane. We always create a hyperplane that has a maximum margin, which means the maximum distance between the data points. Support Vectors: The data points or vectors that are the closest to the hyperplane and which affect the position of the hyperplane are termed as Support Vector. Since these vectors support the hyperplane, hence called a Support vector."
Explain different types of kernel functions.,ML_notes_csv,"Classification is a process of finding a function which helps in dividing the dataset into classes based on different parameters. In Classification, a computer program is trained on the training dataset and based on that training, it categorizes the data into different classes. The task of the classification algorithm is to find the mapping function to map the input(x) to the discrete output(y). Example:The best example to understand the Classification problem is Email Spam Detection. The model is trained on the basis of millions of emails on different parameters, and whenever it receives a new email, it identifies whether the email is spam or not. If the email is spam, then it is moved to the Spam folder. Types of ML Classification Algorithms: Classification Algorithms can be further divided into the following types: Logistic RegressionK-Nearest NeighboursSupport Vector MachinesKernel SVMNave BayesDecision Tree ClassificationRandom Forest Classification"
How you formulate SVM for a regression problem statement?,ML_notes_csv,SVM stands forSupport Vector Machine. SVM are supervised learning models with an associated learning algorithm which analyze the data used for classification and regression analysis. The classification methods that SVM can handle are: Combining binary classifiersModifying binary to incorporate multiclass learning
What affects the decision boundary in SVM?,ML_notes_csv,"Support Vector Machine or SVM is one of the most popular Supervised Learning algorithms, which is used for Classification as well as Regression problems. However, primarily, it is used for Classification problems in Machine Learning. The goal of the SVM algorithm is to create the best line or decision boundary that can segregate n-dimensional space into classes so that we can easily put the new data point in the correct category in the future. This best decision boundary is called a hyperplane. SVM chooses the extreme points/vectors that help in creating the hyperplane. These extreme cases are called as support vectors, and hence algorithm is termed as Support Vector Machine. Consider the below diagram in which there are two different categories that are classified using a decision boundary or hyperplane: Example:SVM can be understood with the example that we have used in the KNN classifier. Suppose we see a strange cat that also has some features of dogs, so if we want a model that can accurately identify whether it is a cat or dog, so such a model can be created by using the SVM algorithm. We will first train our model with lots of images of cats and dogs so that it can learn about different features of cats and dogs, and then we test it with this strange creature. So as support vector creates a decision boundary between these two data (cat and dog) and choose extreme cases (support vectors), it will see the extreme case of cat and dog. On the basis of the support vectors, it will classify it as a cat. Consider the below diagram: SVM algorithm can be used forFace detection, image classification, text categorization,etc."
What is a slack variable?,ML_notes_csv,"Simple Linear Regression is a type of Regression algorithms that models the relationship between a dependent variable and a single independent variable. The relationship shown by a Simple Linear Regression model is linear or a sloped straight line, hence it is called Simple Linear Regression. The key point in Simple Linear Regression is that thedependent variable must be a continuous/real value. However, the independent variable can be measured on continuous or categorical values. Simple Linear regression algorithm has mainly two objectives: Model the relationship between the two variables.Such as the relationship between Income and expenditure, experience and Salary, etc.Forecasting new observations.Such as Weather forecasting according to temperature, Revenue of a company according to the investments in a year, etc."
What is a dual and primal problem and how is it relevant to SVMs?,ML_notes_csv,"Linear SVM: The working of the SVM algorithm can be understood by using an example. Suppose we have a dataset that has two tags (green and blue), and the dataset has two features x1 and x2. We want a classifier that can classify the pair(x1, x2) of coordinates in either green or blue. Consider the below image: So as it is 2-d space so by just using a straight line, we can easily separate these two classes. But there can be multiple lines that can separate these classes. Consider the below image: Hence, the SVM algorithm helps to find the best line or decision boundary; this best boundary or region is called as ahyperplane. SVM algorithm finds the closest point of the lines from both the classes. These points are called support vectors. The distance between the vectors and the hyperplane is called asmargin. And the goal of SVM is to maximize this margin. Thehyperplanewith maximum margin is called theoptimal hyperplane. Non-Linear SVM: If data is linearly arranged, then we can separate it by using a straight line, but for non-linear data, we cannot draw a single straight line. Consider the below image: So to separate these data points, we need to add one more dimension. For linear data, we have used two dimensions x and y, so for non-linear data, we will add a third dimension z. It can be calculated as: By adding the third dimension, the sample space will become as below image: So now, SVM will divide the datasets into classes in the following way. Consider the below image: Since we are in 3-d Space, hence it is looking like a plane parallel to the x-axis. If we convert it in 2d space with z=1, then it will become as: Hence we get a circumference of radius 1 in case of non-linear data. Python Implementation of Support Vector Machine Now we will implement the SVM algorithm using Python. Here we will use the same datasetuser_data, which we have used in Logistic regression and KNN classification. Data Pre-processing step Till the Data pre-processing step, the code will remain the same. Below is the code: After executing the above code, we will pre-process the data. The code will give the dataset as: The scaled output for the test set will be: Fitting the SVM classifier to the training set: Now the training set will be fitted to the SVM classifier. To create the SVM classifier, we will importSVCclass fromSklearn.svmlibrary. Below is the code for it: In the above code, we have usedkernel='linear', as here we are creating SVM for linearly separable data. However, we can change it for non-linear data. And then we fitted the classifier to the training dataset(x_train, y_train) Output: The model performance can be altered by changing the value ofC(Regularization factor), gamma, and kernel. Predicting the test set result:Now, we will predict the output for test set. For this, we will create a new vector y_pred. Below is the code for it: After getting the y_pred vector, we can compare the result ofy_predandy_testto check the difference between the actual value and predicted value. Output:Below is the output for the prediction of the test set: Creating the confusion matrix:Now we will see the performance of the SVM classifier that how many incorrect predictions are there as compared to the Logistic regression classifier. To create the confusion matrix, we need to import theconfusion_matrixfunction of the sklearn library. After importing the function, we will call it using a new variablecm. The function takes two parameters, mainlyy_true( the actual values) andy_pred(the targeted value return by the classifier). Below is the code for it: Output: As we can see in the above output image, there are 66+24= 90 correct predictions and 8+2= 10 correct predictions. Therefore we can say that our SVM model improved as compared to the Logistic regression model. Visualizing the training set result:Now we will visualize the training set result, below is the code for it: Output: By executing the above code, we will get the output as: As we can see, the above output is appearing similar to the Logistic regression output. In the output, we got the straight line as hyperplane because we haveused a linear kernel in the classifier. And we have also discussed above that for the 2d space, the hyperplane in SVM is a straight line. Visualizing the test set result: Output: By executing the above code, we will get the output as: As we can see in the above output image, the SVM classifier has divided the users into two regions (Purchased or Not purchased). Users who purchased the SUV are in the red region with the red scatter points. And users who did not purchase the SUV are in the green region with green scatter points. The hyperplane has divided the two classes into Purchased and not purchased variable."
Can an SVM classifier outputs a confidence score when it classifies an instance? What about a probability?,ML_notes_csv,"A classifier is a case of a hypothesis or discrete-valued function which is used to assign class labels to particular data points. It is a system that inputs a vector of discrete or continuous feature values and outputs a single discrete value, the class."
If you train an SVM classifier with an RBF kernel. It seems to underfit the training dataset: should you increase or decrease the hyper-parameter γ (gamma)? What about the C hyper-parameter?,ML_notes_csv,"Hyperplane:There can be multiple lines/decision boundaries to segregate the classes in n-dimensional space, but we need to find out the best decision boundary that helps to classify the data points. This best boundary is known as the hyperplane of SVM. The dimensions of the hyperplane depend on the features present in the dataset, which means if there are 2 features (as shown in image), then hyperplane will be a straight line. And if there are 3 features, then hyperplane will be a 2-dimension plane. We always create a hyperplane that has a maximum margin, which means the maximum distance between the data points. Support Vectors: The data points or vectors that are the closest to the hyperplane and which affect the position of the hyperplane are termed as Support Vector. Since these vectors support the hyperplane, hence called a Support vector."
Is SVM sensitive to the Feature Scaling?,ML_notes_csv,"Feature scaling is the final step of data preprocessing in machine learning. It is a technique to standardize the independent variables of the dataset in a specific range. In feature scaling, we put our variables in the same range and in the same scale so that no any variable dominate the other variable. Consider the below dataset:"
What is the basic assumption in the case of the Naive Bayes classifier?,ML_notes_csv,"The Naive Bayes algorithm is comprised of two words Naive and Bayes, Which can be described as: Naive: It is called Naive because it assumes that the occurrence of a certain feature is independent of the occurrence of other features. Such as if the fruit is identified on the bases of color, shape, and taste, then red, spherical, and sweet fruit is recognized as an apple. Hence each feature individually contributes to identify that it is an apple without depending on each other.Bayes: It is called Bayes because it depends on the principle ofBayes' Theorem."
What are the possible advantages of choosing the Naive Bayes classifier?,ML_notes_csv,Naive Bayes is one of the fast and easy ML algorithms to predict a class of datasets.It can be used for Binary as well as Multi-class Classifications.It performs well in Multi-class predictions as compared to the other Algorithms.It is the most popular choice fortext classification problems.
What disadvantages of Naive Bayes can make you remove it from your analysis?,ML_notes_csv,"Naive Bayes assumes that all features are independent or unrelated, so it cannot learn the relationship between features."
Is feature scaling required in Naive Bayes?,ML_notes_csv,"Naive Bayes assumes that all features are independent or unrelated, so it cannot learn the relationship between features."
Impact of missing values on naive Bayes?,ML_notes_csv,"Missing data is a common issue in real-world datasets, and it can occur due to various reasons such as human errors, system failures, or data collection issues. Various techniques can be used to handle missing data, such as imputation, deletion, or substitution. Lets check the % missing values columns-wise for each row using df.isnull() it checks whether the values are null or not and gives returns boolean values. and .sum() will sum the total number of null values rows and we divide it by the total number of rows present in the dataset then we multiply to get values in % i.e per 100 values how much values are null. Output: We cannot just ignore or remove the missing observation. They must be handled carefully as they can be an indication of something important. Dropping Observations with missing values.The fact that the value was missing may be informative in itself.Plus, in the real world, you often need to make predictions on new data even if some of the features are missing! The fact that the value was missing may be informative in itself. Plus, in the real world, you often need to make predictions on new data even if some of the features are missing! As we can see from the above result that Cabin has 77% null values and Age has 19.87% and Embarked has 0.22% of null values. So, its not a good idea to fill 77% of null values. So, we will drop the Cabin column. Embarked column has only 0.22% of null values so, we drop the null values rows of Embarked column. Output: Imputing the missing values from past observations.Again, missingness is almost always informative in itself, and you should tell your algorithm if a value was missing.Even if you build a model to impute your values, youre not adding any real information. Youre just reinforcing the patterns already provided by other features. Again, missingness is almost always informative in itself, and you should tell your algorithm if a value was missing. Even if you build a model to impute your values, youre not adding any real information. Youre just reinforcing the patterns already provided by other features. We can use Mean imputation or Median imputations for the case. Note: Mean imputation is suitable when the data is normally distributed and has no extreme outliers. Median imputation is preferable when the data contains outliers or is skewed. Output:"
Impact of outliers?,ML_notes_csv,"Outliers are extreme values that deviate significantly from the majority of the data. They can negatively impact the analysis and model performance. Techniques such as clustering, interpolation, or transformation can be used to handle outliers. To check the outliers, We generally use a box plot. A box plot, also referred to as a box-and-whisker plot, is a graphical representation of a datasets distribution. It shows a variables median, quartiles, and potential outliers. The line inside the box denotes the median, while the box itself denotes the interquartile range (IQR). The whiskers extend to the most extreme non-outlier values within 1.5 times the IQR. Individual points beyond the whiskers are considered potential outliers. A box plot offers an easy-to-understand overview of the range of the data and makes it possible to identify outliers or skewness in the distribution. Lets plot the box plot for Age column data. Output: As we can see from the above Box and whisker plot, Our age dataset has outliers values. The values less than 5 and more than 55 are outliers. Output: Similarly, we can remove the outliers of the remaining columns."
What are different problem statements you can solve using Naive Bayes?,ML_notes_csv,"The Naive Bayes algorithm is comprised of two words Naive and Bayes, Which can be described as: Naive: It is called Naive because it assumes that the occurrence of a certain feature is independent of the occurrence of other features. Such as if the fruit is identified on the bases of color, shape, and taste, then red, spherical, and sweet fruit is recognized as an apple. Hence each feature individually contributes to identify that it is an apple without depending on each other.Bayes: It is called Bayes because it depends on the principle ofBayes' Theorem."
Does Naive Bayes fall under the category of the discriminative or generative classifier?,ML_notes_csv,"Naive Bayes algorithm is a supervised learning algorithm, which is based onBayes theoremand used for solving classification problems.It is mainly used intext classificationthat includes a high-dimensional training dataset.Naive Bayes Classifier is one of the simple and most effective Classification algorithms which helps in building the fast machine learning models that can make quick predictions.It is a probabilistic classifier, which means it predicts on the basis of the probability of an object.Some popular examples of Naive Bayes Algorithm arespam filtration, Sentimental analysis, and classifying articles."
What do you know about posterior and prior probability in Naive Bayes,ML_notes_csv,"Naive Bayes algorithm is a supervised learning algorithm, which is based onBayes theoremand used for solving classification problems.It is mainly used intext classificationthat includes a high-dimensional training dataset.Naive Bayes Classifier is one of the simple and most effective Classification algorithms which helps in building the fast machine learning models that can make quick predictions.It is a probabilistic classifier, which means it predicts on the basis of the probability of an object.Some popular examples of Naive Bayes Algorithm arespam filtration, Sentimental analysis, and classifying articles."
How does Naive Bayes treats categorical and numerical values?,ML_notes_csv,Naive Bayes is one of the fast and easy ML algorithms to predict a class of datasets.It can be used for Binary as well as Multi-class Classifications.It performs well in Multi-class predictions as compared to the other Algorithms.It is the most popular choice fortext classification problems.
What is k-NN Algorithm?,ML_notes_csv,"K-Nearest Neighbour is one of the simplest Machine Learning algorithms based on Supervised Learning technique.K-NN algorithm assumes the similarity between the new case/data and available cases and put the new case into the category that is most similar to the available categories.K-NN algorithm stores all the available data and classifies a new data point based on the similarity. This means when new data appears then it can be easily classified into a well suite category by using K- NN algorithm.K-NN algorithm can be used for Regression as well as for Classification but mostly it is used for the Classification problems.K-NN is anon-parametric algorithm, which means it does not make any assumption on underlying data.It is also called alazy learner algorithmbecause it does not learn from the training set immediately instead it stores the dataset and at the time of classification, it performs an action on the dataset.KNN algorithm at the training phase just stores the dataset and when it gets new data, then it classifies that data into a category that is much similar to the new data.Example:Suppose, we have an image of a creature that looks similar to cat and dog, but we want to know either it is a cat or dog. So for this identification, we can use the KNN algorithm, as it works on a similarity measure. Our KNN model will find the similar features of the new data set to the cats and dogs images and based on the most similar features it will put it in either cat or dog category."
What is the role of the k value in the k-NN algorithm?,ML_notes_csv,"Below are some points to remember while selecting the value of K in the K-NN algorithm: There is no particular way to determine the best value for ""K"", so we need to try some values to find the best out of them. The most preferred value for K is 5.A very low value for K such as K=1 or K=2, can be noisy and lead to the effects of outliers in the model.Large values for K are good, but it may find some difficulties."
Why is k-NN a non-parametric algorithm?,ML_notes_csv,"K-Nearest Neighbour is one of the simplest Machine Learning algorithms based on Supervised Learning technique.K-NN algorithm assumes the similarity between the new case/data and available cases and put the new case into the category that is most similar to the available categories.K-NN algorithm stores all the available data and classifies a new data point based on the similarity. This means when new data appears then it can be easily classified into a well suite category by using K- NN algorithm.K-NN algorithm can be used for Regression as well as for Classification but mostly it is used for the Classification problems.K-NN is anon-parametric algorithm, which means it does not make any assumption on underlying data.It is also called alazy learner algorithmbecause it does not learn from the training set immediately instead it stores the dataset and at the time of classification, it performs an action on the dataset.KNN algorithm at the training phase just stores the dataset and when it gets new data, then it classifies that data into a category that is much similar to the new data.Example:Suppose, we have an image of a creature that looks similar to cat and dog, but we want to know either it is a cat or dog. So for this identification, we can use the KNN algorithm, as it works on a similarity measure. Our KNN model will find the similar features of the new data set to the cats and dogs images and based on the most similar features it will put it in either cat or dog category."
Why is the odd value of ‘k’ preferred over an even value in the k-NN algorithm?,ML_notes_csv,"Below are some points to remember while selecting the value of K in the K-NN algorithm: There is no particular way to determine the best value for ""K"", so we need to try some values to find the best out of them. The most preferred value for K is 5.A very low value for K such as K=1 or K=2, can be noisy and lead to the effects of outliers in the model.Large values for K are good, but it may find some difficulties."
How does the k-NN algorithm make predictions on unseen datasets?,ML_notes_csv,"K-Nearest Neighbour is one of the simplest Machine Learning algorithms based on Supervised Learning technique.K-NN algorithm assumes the similarity between the new case/data and available cases and put the new case into the category that is most similar to the available categories.K-NN algorithm stores all the available data and classifies a new data point based on the similarity. This means when new data appears then it can be easily classified into a well suite category by using K- NN algorithm.K-NN algorithm can be used for Regression as well as for Classification but mostly it is used for the Classification problems.K-NN is anon-parametric algorithm, which means it does not make any assumption on underlying data.It is also called alazy learner algorithmbecause it does not learn from the training set immediately instead it stores the dataset and at the time of classification, it performs an action on the dataset.KNN algorithm at the training phase just stores the dataset and when it gets new data, then it classifies that data into a category that is much similar to the new data.Example:Suppose, we have an image of a creature that looks similar to cat and dog, but we want to know either it is a cat or dog. So for this identification, we can use the KNN algorithm, as it works on a similarity measure. Our KNN model will find the similar features of the new data set to the cats and dogs images and based on the most similar features it will put it in either cat or dog category."
Is Feature scaling required for the k-NN?,ML_notes_csv,"Feature scaling is the final step of data preprocessing in machine learning. It is a technique to standardize the independent variables of the dataset in a specific range. In feature scaling, we put our variables in the same range and in the same scale so that no any variable dominate the other variable. Consider the below dataset:"
Describe the method used for feature scaling in k-NN algorithm?,ML_notes_csv,"Feature scaling is the final step of data preprocessing in machine learning. It is a technique to standardize the independent variables of the dataset in a specific range. In feature scaling, we put our variables in the same range and in the same scale so that no any variable dominate the other variable. Consider the below dataset:"
What is the space and time complexity of the k-NN Algorithm?,ML_notes_csv,"Below are some points to remember while selecting the value of K in the K-NN algorithm: There is no particular way to determine the best value for ""K"", so we need to try some values to find the best out of them. The most preferred value for K is 5.A very low value for K such as K=1 or K=2, can be noisy and lead to the effects of outliers in the model.Large values for K are good, but it may find some difficulties."
Can k-NN algorithm be used for a regression problem?,ML_notes_csv,"Below are some points to remember while selecting the value of K in the K-NN algorithm: There is no particular way to determine the best value for ""K"", so we need to try some values to find the best out of them. The most preferred value for K is 5.A very low value for K such as K=1 or K=2, can be noisy and lead to the effects of outliers in the model.Large values for K are good, but it may find some difficulties."
Why is it recommended not to use the k-NN Algorithm for large datasets?,ML_notes_csv,"Below are some points to remember while selecting the value of K in the K-NN algorithm: There is no particular way to determine the best value for ""K"", so we need to try some values to find the best out of them. The most preferred value for K is 5.A very low value for K such as K=1 or K=2, can be noisy and lead to the effects of outliers in the model.Large values for K are good, but it may find some difficulties."
How to choose the optimal value of k in the k-NN Algorithm?,ML_notes_csv,"Below are some points to remember while selecting the value of K in the K-NN algorithm: There is no particular way to determine the best value for ""K"", so we need to try some values to find the best out of them. The most preferred value for K is 5.A very low value for K such as K=1 or K=2, can be noisy and lead to the effects of outliers in the model.Large values for K are good, but it may find some difficulties."
How to handle categorical variables in the k-NN Algorithm?,ML_notes_csv,"Suppose there are two categories, i.e., Category A and Category B, and we have a new data point x1, so this data point will lie in which of these categories. To solve this type of problem, we need a K-NN algorithm. With the help of K-NN, we can easily identify the category or class of a particular dataset. Consider the below diagram:"
How can you relate k-NN algorithm to the bias-variance Tradeoff?,ML_notes_csv,"Below are some points to remember while selecting the value of K in the K-NN algorithm: There is no particular way to determine the best value for ""K"", so we need to try some values to find the best out of them. The most preferred value for K is 5.A very low value for K such as K=1 or K=2, can be noisy and lead to the effects of outliers in the model.Large values for K are good, but it may find some difficulties."
How do you handle missing data in KNN algorithm?,ML_notes_csv,"Missing data is one of the standard factors while working with data and handling. It is considered as one of the greatest challenges faced by the data analysts. There are many ways one can impute the missing values. Some of the common methods to handle missing data in datasets can be defined asdeleting the rows, replacing with mean/median/mode, predicting the missing values, assigning a unique category, using algorithms that support missing values, etc."
How does the curse of dimensionality affect KNN algorithm?,ML_notes_csv,"KNN or K nearest neighbors is a supervised algorithm which is used for classification purpose. In KNN, a test sample is given as the class of the majority of its nearest neighbors. On the other side, K-means is an unsupervised algorithm which is mainly used for clustering. In k-means clustering, it needs a set of unlabeled points and a threshold only. The algorithm further takes unlabeled data and learns how to cluster it into groups by computing the mean of the distance between different unlabeled points."
What are some of the applications of KNN algorithm?,ML_notes_csv,"KNN or K nearest neighbors is a supervised algorithm which is used for classification purpose. In KNN, a test sample is given as the class of the majority of its nearest neighbors. On the other side, K-means is an unsupervised algorithm which is mainly used for clustering. In k-means clustering, it needs a set of unlabeled points and a threshold only. The algorithm further takes unlabeled data and learns how to cluster it into groups by computing the mean of the distance between different unlabeled points."
What is a decision tree?,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
What are some advantages of using a decision tree?,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
What is entropy in the context of decision trees?,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
List down some popular algorithms used for deriving Decision Trees and their attribute selection measures.,ML_notes_csv,Five popular algorithms are: Decision TreesProbabilistic NetworksNeural NetworksSupport Vector MachinesNearest Neighbor
Explain the CART Algorithm for Decision Trees.,ML_notes_csv,"Decision Tree is a supervised learning algorithm which can be used for solving both classification and regression problems.It can solve problems for both categorical and numerical dataDecision Tree regression builds a tree-like structure in which each internal node represents the ""test"" for an attribute, each branch represent the result of the test, and each leaf node represents the final decision or result.A decision tree is constructed starting from the root node/parent node (dataset), which splits into left and right child nodes (subsets of dataset). These child nodes are further divided into their children node, and themselves become the parent node of those nodes. Consider the below image: Above image showing the example of Decision Tee regression, here, the model is trying to predict the choice of a person between Sports cars or Luxury car. Random forest is one of the most powerful supervised learning algorithms which is capable of performing regression as well as classification tasks.The Random Forest regression is an ensemble learning method which combines multiple decision trees and predicts the final output based on the average of each tree output. The combined decision trees are called as base models, and it can be represented more formally as: Random forest usesBagging or Bootstrap Aggregationtechnique of ensemble learning in which aggregated decision tree runs in parallel and do not interact with each other.With the help of Random Forest regression, we can prevent Overfitting in the model by creating random subsets of the dataset."
List down the attribute selection measures used by the ID3 algorithm to construct a Decision Tree.,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
Briefly explain the properties of Gini Impurity.,ML_notes_csv,"AUC (Area Under Curve) is an evaluation metric that is used to analyze the classification model at different threshold values. The Receiver Operating Characteristic(ROC) curve is a probabilistic curve used to highlight the models performance. The curve has two parameters: TPR: It stands for True positive rate. It basically follows the formula of Recall. FPR: It stands for False Positive rate. It is defined as the ratio of False positives to the summation of false positives and True negatives. This curve is useful as it helps us to determine the models capacity to distinguish between different classes. Let us illustrate this with the help of a simple Python example Output: AUC score is a useful metric to evaluate the model. It basically highlights a models capacity to separate the classes. In the above code, 0.75 is a good AUC score. A model is considered good if the AUC score is greater than 0.5 and approaches 1. A poor model has an AUC score of 0."
Explain the difference between the CART and ID3 Algorithms.,ML_notes_csv,"In the automotive industry, ML is the backbone of autonomous vehicles. These self-driving cars use ML to process data from sensors and make real-time decisions, promising safer and more efficient transportation."
